unique_id|game_id|play_id|week|x_1|y_1|x_2|y_2|event|play_description|quarter|down|yards_to_go|possession_team|yardline_side|yardline_number|game_clock|absolute_yardline_number|pass_result|offense_play_result|play_result
2018091602_2212|2018091602|2212|2|29.4|25.77|23.31|2.95|tackle|(7:30) (Shotgun) A.Rodgers pass short left to G.Allison to MIN 12 for 6 yards (X.Rhodes).|3|1|10|GB|MIN|18|07:30:00|92|C|6|6
2018091602_2236|2018091602|2236|2|22.75|23.62|25.55|16.46|pass_outcome_incomplete|(6:51) (Shotgun) A.Rodgers pass incomplete short left to M.Lewis [S.Weatherly].|3|2|4|GB|MIN|12|06:51:00|98|I|0|0
2018091602_2289|2018091602|2289|2|34.32|23.43|8|57.41|pass_outcome_incomplete|(6:43) (Shotgun) A.Rodgers pass incomplete deep right to R.Cobb [S.Richardson].|3|3|14|GB|MIN|22|06:43:00|88|I|0|0
2018091602_2437|2018091602|2437|2|87.96|23.74|90.67|41.46|pass_outcome_incomplete|(4:54) (Shotgun) A.Rodgers pass incomplete short right to R.Cobb.|3|1|10|GB|GB|24|04:54:00|34|I|0|0
2018091602_2459|2018091602|2459|2|87.43|23.47|93.36|26.29|qb_sack|(4:51) (Shotgun) A.Rodgers sacked at GB 18 for -6 yards (D.Parry).|3|2|10|GB|GB|24|04:51:00|34|S|-6|-6
2018091602_2478|2018091602|2478|2|93.86|27.03|85.53|54.24|out_of_bounds|(4:07) (Shotgun) A.Rodgers pass short right to J.Graham pushed ob at GB 25 for 7 yards (T.Waynes).|3|3|16|GB|GB|18|04:07:00|28|C|7|7
2018091602_2799|2018091602|2799|2|85.41|23.72|74.39|25.42|tackle|(13:32) (Shotgun) A.Rodgers pass short middle to R.Cobb to GB 36 for 9 yards (M.Hughes).|4|2|8|GB|GB|27|13:32:00|83|C|9|9
2018091602_2823|2018091602|2823|2|75|26.33|50.42|38.52|tackle|(12:54) (Shotgun) A.Rodgers pass deep right intended for R.Cobb INTERCEPTED by H.Smith [E.Griffen] at MIN 29. H.Smith to MIN 40 for 11 yards (J.Williams). Penalty on GB-R.Cobb, Illegal Motion, offsetting, enforced at GB 36 - No Play. Penalty on MIN-H.Smith, Defensive Holding, offsetting.|4|1|10|GB|GB|36|NA|NA|IN|0|0
2018091602_2860|2018091602|2860|2|73.89|26.97|50.74|37.05|tackle|(12:37) (Shotgun) A.Rodgers pass short right to G.Allison to MIN 42 for 22 yards (A.Sendejo, E.Kendricks).|4|1|10|GB|GB|36|12:37:00|74|C|22|22
2018091602_2884|2018091602|2884|2|53.36|29.77|44.44|53.72|tackle|(11:47) (Shotgun) A.Rodgers pass short right to J.Williams pushed ob at MIN 35 for 7 yards (E.Kendricks).|4|1|10|GB|MIN|42|11:47:00|52|C|7|7
2018091602_3004|2018091602|3004|2|27.41|23.82|22.05|3.86|tackle|(9:03) (Shotgun) A.Rodgers pass short left to L.Kendricks to MIN 12 for 4 yards (H.Smith).|4|2|6|GB|MIN|16|09:03:00|26|C|4|4
2018091602_3180|2018091602|3180|2|78.98|23.7|62.65|53.4|tackle|(7:15) (Shotgun) A.Rodgers pass short right to J.Graham pushed ob at GB 47 for 16 yards (A.Sendejo).|4|1|10|GB|GB|31|07:15:00|79|C|16|16
2018091602_3236|2018091602|3236|2|71.94|29.65|63.05|53.62|tackle|(6:07) (Shotgun) A.Rodgers pass short right to G.Allison pushed ob at GB 47 for 8 yards (T.Waynes).|4|1|18|GB|GB|39|06:07:00|71|C|8|8
2018091602_3260|2018091602|3260|2|65.01|29.69|62.48|46.32|pass_outcome_incomplete|(5:29) (Shotgun) A.Rodgers pass incomplete short right to T.Montgomery. PENALTY on MIN-D.Hunter, Defensive Holding, 5 yards, enforced at GB 47 - No Play.|4|2|10|GB|GB|47|NA|NA|I|0|5
2018091602_3293|2018091602|3293|2|59.96|29.53|54.49|7.85|tackle|(5:26) (Shotgun) A.Rodgers pass short left to D.Adams to MIN 44 for 4 yards (M.Alexander).|4|1|10|GB|MIN|48|05:26:00|58|C|4|4
2018091602_3378|2018091602|3378|2|58.06|23.63|43.45|28.03|tackle|(3:58) (Shotgun) A.Rodgers pass short middle to G.Allison to MIN 34 for 12 yards (A.Sendejo).|4|3|8|GB|MIN|46|03:58:00|56|C|12|12
2018091602_3461|2018091602|3461|2|41.63|26.39|35.8|-2.88|pass_outcome_incomplete|(2:23) (Shotgun) A.Rodgers pass incomplete short left to J.Williams [E.Griffen].|4|3|6|GB|MIN|30|02:23:00|40|I|0|0
2018091602_3581|2018091602|3581|2|24.41|29.5|8.13|45.13|pass_outcome_incomplete|(2:00) (Shotgun) A.Rodgers pass incomplete short right to D.Adams (E.Kendricks).|4|2|10|GB|MIN|13|02:00:00|23|I|0|0
2018091602_3626|2018091602|3626|2|29.87|29.66|3.4|-3.94|pass_outcome_incomplete|(1:54) (Shotgun) A.Rodgers pass incomplete deep left to D.Adams.|4|3|15|GB|MIN|18|01:54:00|28|I|0|0
2018091602_3995|2018091602|3995|2|74.17|23.79|75.26|23.44|qb_spike|(:17) A.Rodgers spiked the ball to stop the clock.|4|1|10|GB|GB|36|00:17:00|74|I|0|0
2018091602_4017|2018091602|4017|2|75.62|23.74|46.63|53.96|out_of_bounds|(:16) (Shotgun) A.Rodgers pass deep right to J.Graham pushed ob at MIN 37 for 27 yards (M.Alexander).|4|2|10|GB|GB|36|00:16:00|74|C|27|27
2018091602_4041|2018091602|4041|2|48.47|29.5|42.88|-0.53|out_of_bounds|(:07) (Shotgun) A.Rodgers pass short left to D.Adams pushed ob at MIN 34 for 3 yards (X.Rhodes).|4|1|10|GB|MIN|37|00:07:00|47|C|3|3
2018091602_4337|2018091602|4337|2|72.29|29.65|64.96|50.13|tackle|(7:32) (Shotgun) A.Rodgers pass short right to D.Adams to GB 45 for 6 yards (X.Rhodes).|5|1|10|GB|GB|39|07:32:00|49|C|6|6
2018091602_4382|2018091602|4382|2|57.37|23.77|51.34|52.43|tackle|(6:04) (Shotgun) A.Rodgers pass short right to G.Allison to MIN 37 for 9 yards (T.Waynes).|5|1|10|GB|MIN|46|06:04:00|64|C|9|9
2018091602_4438|2018091602|4438|2|51.67|29.51|59.38|30.58|qb_sack|(4:34) (Shotgun) A.Rodgers sacked at MIN 47 for -7 yards (M.Alexander).|5|3|4|GB|MIN|40|04:34:00|70|S|-7|-7
2018091602_51|2018091602|51|2|85.7|23.72|83.29|0.58|tackle|(15:00) (Shotgun) A.Rodgers pass short left to J.Williams ran ob at GB 27 for 2 yards (H.Smith).|1|1|10|GB|GB|25|15:00:00|85|C|2|2
2018091602_636|2018091602|636|2|85.63|23.61|86.86|49.89|pass_outcome_incomplete|(3:04) (Shotgun) A.Rodgers pass incomplete short right to T.Montgomery.|1|1|10|GB|GB|25|03:04:00|85|I|0|0
2018091602_658|2018091602|658|2|86.3|23.82|82.28|52.43|tackle|(2:59) (Shotgun) A.Rodgers pass short right to M.Valdes-Scantling to GB 28 for 3 yards (T.Waynes).|1|2|10|GB|GB|25|02:59:00|85|C|3|3
2018091602_75|2018091602|75|2|84.29|23.67|68.19|47.56|tackle|(14:27) (Shotgun) A.Rodgers pass short right to R.Cobb to GB 41 for 14 yards (A.Sendejo).|1|2|8|GB|GB|27|14:27:00|83|C|14|14
2018091602_793|2018091602|793|2|49.21|29.64|27.03|55.14|pass_outcome_incomplete|(15:00) (Shotgun) A.Rodgers pass incomplete deep right to J.Graham.|2|1|10|GB|MIN|38|15:00:00|72|I|0|0
2018091602_815|2018091602|815|2|49.31|29.47|40.37|6.35|tackle|(14:54) (Shotgun) A.Rodgers pass short left to J.Graham to MIN 30 for 8 yards (E.Kendricks).|2|2|10|GB|MIN|38|14:54:00|72|C|8|8
2018091602_839|2018091602|839|2|41.55|23.43|21.66|43.44|pass_outcome_incomplete|(14:06) (Shotgun) A.Rodgers pass incomplete deep right to R.Cobb. PENALTY on MIN-M.Alexander, Defensive Holding, 5 yards, enforced at MIN 30 - No Play.|2|3|2|GB|MIN|30|NA|NA|I|0|5
2018091602_893|2018091602|893|2|33.82|23.4|19.45|3.42|tackle|(13:23) (Shotgun) A.Rodgers pass short left to D.Adams to MIN 9 for 13 yards (X.Rhodes).|2|2|7|GB|MIN|22|13:23:00|88|C|13|13
2018091602_917|2018091602|917|2|20.27|23.58|8.49|10.73|touchdown|(12:34) (Shotgun) A.Rodgers pass short left to D.Adams for 9 yards, TOUCHDOWN.|2|1|9|GB|MIN|9|12:34:00|101|C|9|9
2018092309_1045|2018092309|1045|3|26.95|23.4|-0.24|24.13|pass_outcome_incomplete|(14:19) (Shotgun) A.Rodgers pass incomplete deep middle to R.Cobb.|2|1|10|GB|WAS|17|14:19:00|93|I|0|0
2018092309_1067|2018092309|1067|3|28.11|23.34|11.86|55.45|pass_outcome_incomplete|(14:12) (Shotgun) A.Rodgers pass incomplete short right to D.Adams [J.Allen].|2|2|10|GB|WAS|17|14:12:00|93|I|0|0
2018092309_1121|2018092309|1121|3|38.38|23.35|33.09|35.13|tackle|(13:32) (Shotgun) A.Rodgers pass short middle to D.Adams to WAS 23 for 4 yards (M.Nicholson, J.Allen).|2|3|20|GB|WAS|27|13:32:00|83|C|4|4
2018092309_1250|2018092309|1250|3|65.36|29.54|73.05|27.66|qb_sack|(11:20) (Shotgun) A.Rodgers sacked at GB 38 for -7 yards (M.Ioannidis).|2|1|10|GB|GB|45|11:20:00|55|S|-7|-7
2018092309_1290|2018092309|1290|3|62.93|23.72|49.84|51.95|tackle|(9:58) (Shotgun) A.Rodgers pass short right to G.Allison to WAS 41 for 12 yards (J.Norman) [P.Smith].|2|3|8|GB|GB|47|09:58:00|57|C|12|12
2018092309_1335|2018092309|1335|3|54.98|29.51|52.83|22.53|tackle|(8:39) (Shotgun) A.Rodgers pass short left to D.Adams to WAS 43 for no gain (J.Allen).|2|2|12|GB|WAS|43|08:39:00|67|C|0|0
2018092309_1359|2018092309|1359|3|54.43|23.46|25.09|52.75|pass_outcome_incomplete|(7:54) (Shotgun) A.Rodgers pass incomplete deep right to R.Cobb.|2|3|12|GB|WAS|43|07:54:00|67|I|0|0
2018092309_1638|2018092309|1638|3|87.75|29.4|81.01|52.38|tackle|(4:19) (Shotgun) A.Rodgers pass short right to J.Graham to GB 30 for 6 yards (P.Smith, M.Foster).|2|1|10|GB|GB|24|04:19:00|34|C|6|6
2018092309_1704|2018092309|1704|3|75.2|23.19|8.66|13.32|touchdown|(2:24) (Shotgun) A.Rodgers pass deep middle to G.Allison for 64 yards, TOUCHDOWN.|2|1|10|GB|GB|36|02:24:00|46|C|64|64
2018092309_189|2018092309|189|3|86.7|29.8|77.95|50.35|pass_outcome_incomplete|(12:54) (Shotgun) A.Rodgers pass incomplete short right to R.Cobb.|1|1|10|GB|GB|25|12:54:00|85|I|0|0
2018092309_1992|2018092309|1992|3|75.6|23.32|67|17.41|tackle|(:15) (Shotgun) A.Rodgers pass short middle to T.Montgomery to GB 43 for 7 yards (D.Payne, J.Harvey-Clemons). WAS-J.Harvey-Clemons was injured during the play.|2|1|10|GB|GB|36|00:15:00|46|C|7|7
2018092309_2054|2018092309|2054|3|66.78|23.1|52.43|19.43|tackle|(:08) (Shotgun) A.Rodgers pass short middle to D.Adams to WAS 43 for 14 yards (Q.Dunbar).|2|2|3|GB|GB|43|00:08:00|53|C|14|14
2018092309_2100|2018092309|2100|3|52.88|23.36|52.9|37.86|pass_outcome_incomplete|(:03) (Field Goal formation) J.Scott Aborted. H.Bradley FUMBLES at WAS 43, recovered by GB-J.Scott at GB 49. J.Scott pass incomplete short right to M.Crosby.|2|1|10|GB|WAS|43|00:03:00|67|I|0|0
2018092309_2197|2018092309|2197|3|86.92|23.38|82.32|9.1|tackle|(14:32) (No Huddle, Shotgun) A.Rodgers pass short left to J.Graham to GB 28 for 3 yards (Q.Dunbar, Z.Brown).|3|2|10|GB|GB|25|14:32:00|35|C|3|3
2018092309_2221|2018092309|2221|3|81.71|23.31|72.92|21.08|tackle|(13:50) (No Huddle, Shotgun) A.Rodgers pass short middle to R.Cobb to GB 37 for 9 yards (F.Moreau).|3|3|7|GB|GB|28|13:50:00|38|C|9|9
2018092309_2245|2018092309|2245|3|74.82|23.4|65.12|57.37|pass_outcome_incomplete|(13:20) (No Huddle, Shotgun) A.Rodgers pass incomplete short right to J.Williams.|3|1|10|GB|GB|37|13:20:00|47|I|0|0
2018092309_2267|2018092309|2267|3|74.1|23.11|62.26|40.71|tackle|(13:14) (No Huddle, Shotgun) A.Rodgers pass short middle to J.Williams to GB 48 for 11 yards (M.Foster, J.Norman).|3|2|10|GB|GB|37|13:14:00|47|C|11|11
2018092309_2291|2018092309|2291|3|63.24|29.57|56.59|52.99|tackle|(12:30) (No Huddle, Shotgun) A.Rodgers pass short right to J.Williams to WAS 47 for 5 yards (Z.Brown, J.Norman).|3|1|10|GB|GB|48|12:30:00|58|C|5|5
2018092309_2319|2018092309|2319|3|57.03|29.44|44.26|5.51|pass_outcome_incomplete|(11:57) (No Huddle, Shotgun) A.Rodgers pass incomplete short left to G.Allison.|3|2|5|GB|WAS|47|11:57:00|63|I|0|0
2018092309_232|2018092309|232|3|76.54|26.89|82.73|25.97|qb_sack|(12:16) (Shotgun) A.Rodgers sacked at GB 28 for -7 yards (J.Allen).|1|1|10|GB|GB|35|12:16:00|75|S|-7|-7
2018092309_2341|2018092309|2341|3|58.01|29.38|41.07|3.66|tackle|(11:49) (Shotgun) A.Rodgers pass short middle to T.Montgomery to WAS 31 for 16 yards (Q.Dunbar, F.Moreau).|3|3|5|GB|WAS|47|11:49:00|63|C|16|16
2018092309_2365|2018092309|2365|3|42.35|23.4|39.81|50.95|tackle|(11:07) (Shotgun) A.Rodgers pass short right to R.Cobb to WAS 29 for 2 yards (D.Swearinger, R.Anderson).|3|1|10|GB|WAS|31|11:07:00|79|C|2|2
2018092309_2389|2018092309|2389|3|40.14|29.45|33.95|53.49|out_of_bounds|(10:23) (No Huddle, Shotgun) A.Rodgers pass short right to T.Montgomery pushed ob at WAS 25 for 4 yards (J.Norman).|3|2|7|GB|WAS|29|10:23:00|81|C|4|4
2018092309_2457|2018092309|2457|3|26.68|29.61|1.74|49.7|pass_outcome_incomplete|(9:02) (Shotgun) A.Rodgers pass incomplete short right to G.Allison.|3|1|10|GB|WAS|15|09:02:00|95|I|0|0
2018092309_2479|2018092309|2479|3|27.21|29.72|3.6|8.69|pass_outcome_incomplete|(8:52) (Shotgun) A.Rodgers pass incomplete short left to R.Cobb.|3|2|10|GB|WAS|15|08:52:00|95|I|0|0
2018092309_2501|2018092309|2501|3|26.98|29.64|12.28|46.25|tackle|(8:48) (Shotgun) A.Rodgers pass short right to J.Graham to WAS 2 for 13 yards (J.Norman; M.Nicholson).|3|3|10|GB|WAS|15|08:48:00|95|C|13|13
2018092309_251|2018092309|251|3|84.12|25.33|72.87|-0.68|out_of_bounds|(11:33) (Shotgun) A.Rodgers pass short left to D.Adams pushed ob at GB 36 for 8 yards (Q.Dunbar).|1|2|17|GB|GB|28|11:33:00|82|C|8|8
2018092309_2529|2018092309|2529|3|13.48|29.8|9.73|21.25|touchdown|(8:02) (Shotgun) A.Rodgers pass short left to D.Adams for 2 yards, TOUCHDOWN. The Replay Official reviewed the runner broke the plane ruling, and the play was Upheld. The ruling on the field stands.|3|1|2|GB|WAS|2|08:02:00|108|C|2|2
2018092309_275|2018092309|275|3|75.56|23.71|61.25|17.29|pass_outcome_incomplete|(10:55) (Shotgun) A.Rodgers pass incomplete short middle to R.Cobb.|1|3|9|GB|GB|36|10:55:00|74|I|0|0
2018092309_2790|2018092309|2790|3|66.8|23.32|69.54|18.29|qb_sack|(3:57) (Shotgun) A.Rodgers sacked at GB 41 for -4 yards (D.Payne).|3|2|14|GB|GB|45|03:57:00|55|S|-4|-4
2018092309_2809|2018092309|2809|3|71.28|23.2|52.63|13.58|tackle|(3:14) (Shotgun) A.Rodgers pass deep left to D.Adams to WAS 43 for 16 yards (Q.Dunbar, M.Nicholson).|3|3|18|GB|GB|41|03:14:00|51|C|16|16
2018092309_2850|2018092309|2850|3|54.78|23.43|50.52|14.46|pass_outcome_incomplete|(2:33) (Shotgun) A.Rodgers pass short left to R.Cobb to WAS 40 for 3 yards (J.Harvey-Clemons). Washington challenged the pass completion ruling, and the play was REVERSED. (Shotgun) A.Rodgers pass incomplete short left to R.Cobb.|3|4|2|GB|WAS|43|02:33:00|67|I|0|0
2018092309_3166|2018092309|3166|3|103.94|29.85|83.72|3.36|pass_outcome_incomplete|(14:15) (Shotgun) A.Rodgers pass incomplete deep left to R.Cobb.|4|1|18|GB|GB|8|14:15:00|102|I|0|0
2018092309_3188|2018092309|3188|3|104.11|29.71|98.2|49|tackle|(14:09) (Shotgun) A.Rodgers pass short right to T.Montgomery to GB 12 for 4 yards (Z.Brown).|4|2|18|GB|GB|8|14:09:00|102|C|4|4
2018092309_3212|2018092309|3212|3|98.82|29.88|82.23|-2.39|out_of_bounds|(13:27) (Shotgun) A.Rodgers pass short right to T.Montgomery pushed ob at GB 26 for 14 yards (M.Nicholson). PENALTY on GB-G.Allison, Offensive Holding, 10 yards, enforced at GB 26.|4|3|14|GB|GB|12|13:27:00|98|C|14|4
2018092309_3254|2018092309|3254|3|95.67|23.8|59.27|50.69|pass_outcome_incomplete|(12:49) A.Rodgers pass incomplete deep right to L.Kendricks [R.Anderson].|4|3|10|GB|GB|16|12:49:00|94|I|0|0
2018092309_3438|2018092309|3438|3|101.95|23.69|83.38|0.65|out_of_bounds|(10:11) (Shotgun) A.Rodgers pass short left to J.Graham pushed ob at GB 28 for 18 yards (D.Swearinger).|4|1|10|GB|GB|10|10:11:00|100|C|18|18
2018092309_3487|2018092309|3487|3|78.81|23.67|70.03|26.52|tackle|(8:59) (Shotgun) A.Rodgers pass short right to D.Adams to GB 41 for 8 yards (J.Norman; J.Allen).|4|2|5|GB|GB|33|08:59:00|77|C|8|8
2018092309_3511|2018092309|3511|3|69.3|23.8|62.51|34|pass_outcome_incomplete|(8:27) (No Huddle, Shotgun) A.Rodgers pass incomplete short right to J.Graham (D.Swearinger).|4|1|10|GB|GB|41|08:27:00|69|I|0|0
2018092309_3533|2018092309|3533|3|71|23.73|66.38|46.21|tackle|(8:23) (Shotgun) A.Rodgers pass short right to J.Graham to GB 46 for 5 yards (F.Moreau). WAS-F.Moreau was injured during the play.|4|2|10|GB|GB|41|08:23:00|69|C|5|5
2018092309_3560|2018092309|3560|3|65.33|29.68|48.54|35.65|pass_outcome_incomplete|(7:38) (Shotgun) A.Rodgers pass incomplete short middle to T.Montgomery. Penalty on GB-L.Patrick, Offensive Holding, declined.|4|3|5|GB|GB|46|07:38:00|64|I|0|0
2018092309_3717|2018092309|3717|3|69.5|23.59|63.11|-1.02|out_of_bounds|(5:55) (Shotgun) A.Rodgers pass short left to T.Montgomery pushed ob at GB 46 for 4 yards (Z.Brown).|4|1|10|GB|GB|42|05:55:00|68|C|4|4
2018092309_3741|2018092309|3741|3|64.91|23.75|63.55|43.3|tackle|(5:32) (Shotgun) A.Rodgers pass short right to R.Cobb to GB 47 for 1 yard (F.Moreau). FUMBLES (F.Moreau), RECOVERED by WAS-J.Norman at GB 46. J.Norman to GB 46 for no gain (R.Cobb). The Replay Official reviewed the fumble ruling, and the play was Upheld. The ruling on the field stands.|4|2|6|GB|GB|46|05:32:00|64|C|0|0
2018092309_4083|2018092309|4083|3|86.39|23.63|79.31|-0.73|out_of_bounds|(1:58) (Shotgun) A.Rodgers pass short left to A.Jones pushed ob at GB 30 for 5 yards (J.Harvey-Clemons).|4|1|10|GB|GB|25|01:58:00|85|C|5|5
2018092309_4162|2018092309|4162|3|90.78|23.72|97.99|25.04|qb_sack|(1:40) (Shotgun) A.Rodgers sacked at GB 13 for -7 yards (J.Allen).|4|3|15|GB|GB|20|01:40:00|90|S|-7|-7
2018092309_4181|2018092309|4181|3|97.37|26.39|63.1|44.28|pass_outcome_incomplete|(:54) (Shotgun) A.Rodgers pass incomplete deep right to M.Valdes-Scantling.|4|4|22|GB|GB|13|00:54:00|97|I|0|0
2018092309_472|2018092309|472|3|81.79|23.53|65.93|18.65|pass_outcome_incomplete|(8:30) (Shotgun) A.Rodgers pass incomplete short left to D.Adams.|1|3|3|GB|GB|30|08:30:00|80|I|0|0
2018092309_903|2018092309|903|3|81.75|23.7|42.62|-1.75|pass_outcome_incomplete|(1:36) (Shotgun) A.Rodgers pass incomplete deep left to D.Adams. PENALTY on WAS-Q.Dunbar, Defensive Pass Interference, 21 yards, enforced at GB 30 - No Play. Penalty on WAS-J.Norman, Face Mask (15 Yards), declined.|1|2|5|GB|GB|30|NA|NA|I|0|21
2018092309_937|2018092309|937|3|60.54|23.61|48.42|45.84|tackle|(1:30) (Shotgun) A.Rodgers pass short left to R.Cobb to WAS 38 for 11 yards (P.Smith).|1|1|10|GB|WAS|49|01:30:00|59|C|11|11
2018093003_1011|2018093003|1011|4|40.09|29.5|23.4|43.02|tackle|(13:08) (Shotgun) A.Rodgers pass short right to A.Jones to BUF 13 for 17 yards (S.Lotulelei).|2|2|13|GB|BUF|30|13:08:00|80|C|17|17
2018093003_1219|2018093003|1219|4|61.26|29.44|62.93|-1.22|out_of_bounds|(8:43) (Shotgun) A.Rodgers pass short middle intended for J.Graham INTERCEPTED by J.Poyer (T.Edmunds) at BUF 40. J.Poyer pushed ob at GB 49 for 11 yards (D.Adams).|2|2|4|GB|GB|49|08:43:00|59|IN|0|0
2018093003_1346|2018093003|1346|4|99.27|23.65|92.72|8.4|tackle|(7:32) (Shotgun) A.Rodgers pass short left to G.Allison to GB 18 for 7 yards (R.Lewis).|2|1|10|GB|GB|11|07:32:00|21|C|7|7
2018093003_1433|2018093003|1433|4|83.21|23.63|78.85|8.07|pass_outcome_incomplete|(4:52) A.Rodgers pass incomplete short left to L.Kendricks.|2|2|4|GB|GB|27|04:52:00|37|I|0|0
2018093003_1455|2018093003|1455|4|83.88|23.4|56.69|-1.57|out_of_bounds|(4:46) (Shotgun) A.Rodgers pass short middle to D.Adams ran ob at BUF 48 for 25 yards (R.Lewis).|2|3|4|GB|GB|27|04:46:00|37|C|25|25
2018093003_1503|2018093003|1503|4|54.48|23.42|67.94|23.32|qb_sack|(3:41) (Shotgun) A.Rodgers sacked at GB 46 for -10 yards (S.Neal).|2|2|6|GB|BUF|44|03:41:00|66|S|-10|-10
2018093003_151|2018093003|151|4|75.11|27.57|70.22|52.61|tackle|(12:41) (Shotgun) A.Rodgers pass short right to J.Graham to GB 40 for 5 yards (R.Lewis).|1|1|10|GB|GB|35|12:41:00|75|C|5|5
2018093003_1522|2018093003|1522|4|64.14|23.56|61.06|12.56|tackle|(2:55) (Shotgun) A.Rodgers pass short left to D.Adams to GB 49 for 3 yards (J.Hughes).|2|3|16|GB|GB|46|02:55:00|56|C|3|3
2018093003_1848|2018093003|1848|4|84.75|29.74|71.22|53.83|out_of_bounds|(:43) (Shotgun) A.Rodgers pass short middle to T.Montgomery ran ob at GB 39 for 13 yards (L.Pitts).|2|1|10|GB|GB|26|00:43:00|36|C|13|13
2018093003_1872|2018093003|1872|4|71.17|29.47|59.66|-1.44|out_of_bounds|(:36) (Shotgun) A.Rodgers pass short left to G.Allison pushed ob at BUF 49 for 12 yards (T.White).|2|1|10|GB|GB|39|00:36:00|49|C|12|12
2018093003_1896|2018093003|1896|4|59.17|23.47|22.42|55.14|pass_outcome_incomplete|(:25) (Shotgun) A.Rodgers pass incomplete deep right to G.Allison.|2|1|10|GB|BUF|49|00:25:00|61|I|0|0
2018093003_1918|2018093003|1918|4|60.22|23.84|56.75|46.81|pass_outcome_incomplete|(:18) (Shotgun) A.Rodgers pass incomplete short right to M.Valdes-Scantling.|2|2|10|GB|BUF|49|00:18:00|61|I|0|0
2018093003_1978|2018093003|1978|4|45.11|23.5|23.48|60.19|pass_outcome_incomplete|(:07) (Shotgun) A.Rodgers pass incomplete deep right to G.Allison.|2|1|10|GB|BUF|34|00:07:00|76|I|0|0
2018093003_207|2018093003|207|4|79.96|29.85|68.16|13.01|tackle|(11:52) (Shotgun) A.Rodgers pass short left to D.Adams to GB 42 for 12 yards (J.Hughes).|1|2|15|GB|GB|30|11:52:00|80|C|12|12
2018093003_2070|2018093003|2070|4|74.49|29.53|65.51|47.3|tackle|(14:27) (Shotgun) A.Rodgers pass short right to G.Allison to GB 44 for 8 yards (M.Milano).|3|1|10|GB|GB|36|14:27:00|46|C|8|8
2018093003_2094|2018093003|2094|4|66.14|29.64|49.5|53.53|out_of_bounds|(13:48) (No Huddle) A.Rodgers pass short right to G.Allison ran ob at BUF 39 for 17 yards (J.Poyer).|3|2|2|GB|GB|44|13:48:00|54|C|17|17
2018093003_2118|2018093003|2118|4|49.13|29.63|42.11|52.85|pass_outcome_incomplete|(13:16) (No Huddle, Shotgun) A.Rodgers pass incomplete short right to G.Allison.|3|1|10|GB|BUF|39|13:16:00|71|I|0|0
2018093003_2140|2018093003|2140|4|49.25|29.59|41.37|19.28|tackle|(13:12) (No Huddle, Shotgun) A.Rodgers pass short middle to D.Adams to BUF 30 for 9 yards (T.White).|3|2|10|GB|BUF|39|13:12:00|71|C|9|9
2018093003_2164|2018093003|2164|4|40.64|23.51|30|33.09|tackle|(12:31) (Shotgun) A.Rodgers pass short middle to D.Adams to BUF 20 for 10 yards (E.Yarbrough; S.Lawson) [M.Milano]. BUF-E.Yarbrough was injured during the play.|3|3|1|GB|BUF|30|12:31:00|80|C|10|10
2018093003_2212|2018093003|2212|4|28.47|29.51|16.03|31.45|pass_outcome_incomplete|(11:26) (No Huddle, Shotgun) A.Rodgers pass incomplete short middle to J.Graham (R.Lewis).|3|2|8|GB|BUF|18|11:26:00|92|I|0|0
2018093003_2234|2018093003|2234|4|28.19|29.59|26.76|35.29|pass_outcome_incomplete|(11:20) (Shotgun) A.Rodgers pass incomplete short middle to D.Adams [T.Edmunds].|3|3|8|GB|BUF|18|11:20:00|92|I|0|0
2018093003_2512|2018093003|2512|4|80.36|29.53|53.03|46.18|tackle|(6:05) A.Rodgers pass deep middle to G.Allison to BUF 43 for 27 yards (R.Lewis).|3|1|10|GB|GB|30|06:05:00|40|C|27|27
2018093003_2557|2018093003|2557|4|46.22|28.18|33.99|20.04|pass_outcome_incomplete|(4:47) (Shotgun) A.Rodgers pass incomplete short middle to J.Graham (T.White).|3|2|3|GB|BUF|36|04:47:00|74|I|0|0
2018093003_2579|2018093003|2579|4|46.21|28.06|2.64|56.17|pass_outcome_incomplete|(4:43) (Shotgun) A.Rodgers pass incomplete deep right to G.Allison.|3|3|3|GB|BUF|36|04:43:00|74|I|0|0
2018093003_2601|2018093003|2601|4|46.46|28.66|44.3|45.2|pass_outcome_incomplete|(4:35) (Shotgun) A.Rodgers pass incomplete short right to M.Valdes-Scantling (R.Lewis).|3|4|3|GB|BUF|36|04:35:00|74|I|0|0
2018093003_2728|2018093003|2728|4|91.3|29.49|49.3|4.26|pass_outcome_incomplete|(2:40) A.Rodgers pass incomplete deep left to D.Adams (T.White).|3|1|10|GB|GB|19|02:40:00|29|I|0|0
2018093003_273|2018093003|273|4|50.04|23.75|33.75|16.83|pass_outcome_incomplete|(9:53) A.Rodgers pass incomplete short left to D.Adams.|1|1|10|GB|BUF|40|09:53:00|50|I|0|0
2018093003_2771|2018093003|2771|4|92.52|26.65|79.82|37.43|pass_outcome_incomplete|(1:50) (Shotgun) A.Rodgers pass incomplete short right to G.Allison. GB-G.Allison was injured during the play.|3|3|11|GB|GB|18|01:50:00|28|I|0|0
2018093003_2924|2018093003|2924|4|76.98|24.01|68.87|41.76|pass_outcome_incomplete|(14:48) A.Rodgers pass incomplete short right to D.Adams.|4|1|10|GB|GB|33|14:48:00|77|I|0|0
